User ,Text,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
 NightPrisoner ," Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ", Fearful ,12-05-2022 02:00, Facebook , #Fearful #ImaginedHorrors ,18,36, India ,2022,5,12,2
 TightropeWalker ," Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ", Apprehensive ,08-04-2023 13:15, Twitter , #Apprehensive #BalancingAct ,14,28, UK ,2023,4,8,13
 AtlasBearer ," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ", Overwhelmed ,25-06-2021 17:50, Instagram , #Overwhelmed #BouldersOfExhaustion ,22,44, Canada ,2021,6,25,17
 GreenMonster ," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ", Jealous ,30-08-2019 10:10, Facebook , #Jealous #GreenEyedMonster ,16,32, USA ,2019,8,30,10
 StormSurvivor ," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ", Devastated ,03-08-2022 15:30, Twitter , #Devastated #WindsOfBrokenPromises ,25,50, Australia ,2022,8,3,15
 PuzzleComposer ," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ", Frustrated ,17-12-2020 09:20, Instagram , #Frustrated #UnsolvablePuzzle ,12,24, India ,2020,12,17,9
 GildedHeartache ," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ", Envious ,28-02-2021 22:45, Facebook , #Envious #GildedPrize ,20,40, USA ,2021,2,28,22
 IndifferentFort ," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ", Dismissive ,10-05-2018 14:00, Twitter , #Dismissive #ImpenetrableWalls ,14,28, UK ,2018,5,10,14
 DreamMosaic ," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ", Frustrated ,07-01-2022 11:10, Instagram , #Frustrated #MosaicOfDisappointment ,15,30, Canada ,2022,1,7,11
 NocturnalEcho ," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ", Loneliness ,19-09-2019 03:30, Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia ,2019,9,19,3
 DarkWhispers ," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ", Fearful ,14-07-2023 23:00, Twitter , #Fearful #SpecterOfTheUnknown ,13,26, UK ,2023,7,14,23
 LingeringTaste ," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ", Bitterness ,05-04-2020 16:20, Instagram , #Bitterness #BitterAftertaste ,10,20, India ,2020,4,5,16
 TempestSurvivor ," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ", Overwhelmed ,29-11-2021 08:45, Facebook , #Overwhelmed #DrowningSoul ,20,40, USA ,2021,11,29,8
 VenomousHeart ," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ", Jealous ,12-12-2019 17:00, Twitter , #Jealous #HeartOfDiscontent ,16,32, Australia ,2019,12,12,17
 FragileTrust ," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ", Devastated ,20-05-2022 14:50, Instagram , #Devastated #ShatteredTrust ,25,50, Canada ,2022,5,20,14
 BrokenThreads ," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ", Frustrated ,03-09-2020 12:15, Facebook , #Frustrated #SlippingThreads ,14,28, UK ,2020,9,3,12
 SuccessPill ," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ", Envious ,10-02-2021 19:30, Twitter , #Envious #BitterPill ,20,40, USA ,2021,2,10,19
 CurtainShield ," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ", Dismissive ,18-08-2018 14:40, Instagram , #Dismissive #IndifferencePerformance ,12,24, Australia ,2018,8,18,14
 FoggyLabyrinth ," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ", Despair ,28-02-2022 21:00, Facebook , #Despair #LabyrinthOfHopelessness ,8,16, Canada ,2022,2,28,21
 IcyResentment ," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ", Bitterness ,15-10-2019 10:30, Twitter , #Bitterness #IciclesOfResentment ,15,30, UK ,2019,10,15,10
 SolitaryMoon ," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ", Loneliness ,01-12-2017 18:50, Instagram , #Loneliness #StarlessSky ,18,36, USA ,2017,12,1,18
 VanishedSunset ," Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ", Yearning ,18-04-2020 16:15, Facebook , #Yearning #HuesOfSunset ,10,20, Australia ,2020,4,18,16
 NightPrisoner ," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ", Fearful ,07-01-2023 03:30, Twitter , #Fearful #LurkingMonsters ,18,36, India ,2023,1,7,3
 WindWhisperer ," Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ", Apprehensive ,10-06-2021 10:00, Instagram , #Apprehensive #StormOfDoubt ,14,28, Canada ,2021,6,10,10
 MazeExplorer ," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ", Overwhelmed ,22-02-2020 15:20, Facebook , #Overwhelmed #MinotaurOfPressure ,22,44, USA ,2020,2,22,15
 WoundedGarden ," Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ", Jealous ,17-03-2018 14:45, Twitter , #Jealous #BloomingAchievements ,16,32, UK ,2018,3,17,14
 RuinedHeart ," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ", Devastated ,28-10-2022 11:15, Instagram , #Devastated #EchoesOfShatteredDreams ,25,50, Australia ,2022,10,28,11
 KnotUntangler ," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ", Frustrated ,01-11-2020 12:30, Facebook , #Frustrated #LabyrinthOfMiscommunication ,14,28, India ,2020,11,1,12
 ElusiveKeys ," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ", Envious ,15-01-2021 22:10, Twitter , #Envious #DesireForKeys ,20,40, USA ,2021,1,15,22
 IndifferentFort ," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ", Dismissive ,18-08-2018 14:00, Instagram , #Dismissive #IndifferencePerformance ,12,24, Australia ,2018,8,18,14
 DreamMosaic ," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ", Frustrated ,07-01-2022 11:10, Twitter , #Frustrated #MosaicOfDisappointment ,15,30, Canada ,2022,1,7,11
 NocturnalEcho ," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ", Loneliness ,19-09-2019 03:30, Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia ,2019,9,19,3
 NatureAdmirer  ,Awe-struck by the breathtaking sunrise over the mountains.      , Awe           ,03-04-2022 06:15, Instagram , #Awe #BreathtakingSunrise                   ,28,55, USA               ,2022,4,3,6
 GoalPursuer    ,Navigating through the challenges with determination.          , Determination ,12-10-2023 10:30, Twitter  , #Determination #Challenges                  ,15,30, Canada            ,2023,10,12,10
 MemoryLane     ,Nostalgia hits while flipping through an old photo album.     , Nostalgia      ,28-06-2019 19:00, Facebook , #Nostalgia #OldMemories                     ,22,45, UK                ,2019,6,28,19
 CultureEnthusiast ,Thrilled to witness the grandeur of a cultural festival.       , Thrill        ,15-09-2020 14:45, Instagram , #Thrill #CulturalCelebration              ,40,80, India              ,2020,9,15,14
 RainWatcher    ,Calmness found in the rhythm of raindrops on the windowpane.   , Calmness      ,08-11-2017 21:20, Twitter  , #Calmness #RainyDays                        ,18,35, Australia          ,2017,11,8,21
 PersonalJourney ,Overwhelmed by the support received during a personal challenge., Overwhelmed   ,20-05-2021 17:30, Facebook , #Overwhelmed #SupportiveCommunity          ,25,50, USA               ,2021,5,20,17
 VacationDreamer ,Excitement builds as the countdown to a long-awaited vacation begins. , Excitement ,10-01-2023 12:00, Instagram , #Excitement #VacationCountdown        ,30,60, France            ,2023,1,10,12
 LifeLearner   ,"Reflecting on life's journey, grateful for the lessons learned. ", Gratitude   ,05-12-2018 08:45, Twitter  , #Gratitude #LifeLessons                    ,35,70, Brazil            ,2018,12,5,8
 FarewellSender ,Bittersweet emotions arise while bidding farewell to a dear friend. , Bittersweet ,15-03-2020 18:30, Instagram , #Bittersweet #Farewell                     ,20,40, Japan             ,2020,3,15,18
 HistoryExplorer ,Curiosity sparked by exploring a mysterious ancient ruin.      , Curiosity     ,22-08-2016 15:10, Facebook , #Curiosity #AncientDiscovery          ,18,35, Greece            ,2016,8,22,15
 CraftEnthusiast ,Admiration for the intricate details of a handcrafted masterpiece. , Admiration    ,20-08-2019 16:00, Instagram , #Admiration #HandcraftedArt               ,25,50, USA               ,2019,8,20,16
 WinterLover     ,Overjoyed by the warmth of a cozy fireplace on a winter evening.   , Overjoyed     ,08-12-2021 19:30, Twitter  , #Overjoyed #WinterWarmth                  ,18,35, Canada            ,2021,12,8,19
 SunsetWatcher   ,Inspiration strikes while observing the colors of a vibrant sunset., Inspiration   ,10-06-2020 20:45, Instagram , #Inspiration #ColorfulSunset             ,30,60, UK                ,2020,6,10,20
 FitnessJunkie   ,Motivated to achieve fitness goals after an invigorating workout.  , Motivation    ,28-02-2022 07:15, Facebook , #Motivation #FitnessGoals                 ,40,80, Australia          ,2022,2,28,7
 CoffeeLover     ,Gratitude for the simple joys found in a cup of morning coffee.    , Gratitude     ,15-04-2017 08:00, Twitter  , #Gratitude #MorningCoffee                 ,22,45, India             ,2017,4,15,8
 HikingExplorer  ,Feeling empowered after conquering a challenging hiking trail.     , Empowerment   ,05-09-2018 14:20, Instagram , #Empowerment #HikingAdventure             ,35,70, USA               ,2018,9,5,14
 KittyObserver   ,Amused by the antics of playful kittens during playtime.           , Amusement     ,22-10-2022 12:45, Facebook , #Amusement #PlayfulKittens               ,15,30, Canada            ,2022,10,22,12
 Stargazer       ,Contemplating life's mysteries under the starry night sky.         , Contemplation ,02-07-2016 23:30, Twitter  , #Contemplation #StarryNight               ,28,55, UK                ,2016,7,2,23
 FriendshipRenewal ,Joyful reunion with long-lost friends after years of separation.   , JoyfulReunion ,18-11-2020 17:10, Instagram , #JoyfulReunion #Friendship               ,20,40, India             ,2020,11,18,17
 CelebrationPlanner ,Excitement builds while preparing for a surprise celebration.     , Excitement    ,05-03-2023 15:00, Facebook , #Excitement #SurpriseCelebration         ,30,60, Australia          ,2023,3,5,15
 DIYEnthusiast   ,Satisfaction derived from successfully completing a DIY project.  , Satisfaction  ,01-12-2015 11:30, Twitter  , #Satisfaction #DIYProject                 ,25,50, USA               ,2015,12,1,11
 CommunityHelper ,Feeling blessed for the supportive community in times of need.    , Blessed       ,10-09-2021 09:45, Instagram , #Blessed #SupportiveCommunity            ,18,35, UK                ,2021,9,10,9
 GardenEnthusiast ,Captivated by the serenity of a tranquil garden in full bloom.     , Serenity      ,12-05-2018 14:20, Facebook , #Serenity #TranquilGarden                ,22,45, Canada            ,2018,5,12,14
 Wanderlust      ,Anticipation for an upcoming adventure in an exotic destination.   , Anticipation  ,25-07-2022 10:00, Twitter  , #Anticipation #AdventureAwaits           ,40,80, India             ,2022,7,25,10
 GrowthSeeker    ,Reflecting on personal growth achieved through life experiences.  , Reflection    ,08-03-2019 18:30, Instagram , #Reflection #PersonalGrowth              ,35,70, USA               ,2019,3,8,18
 ChildhoodMemories ,Nostalgic memories flood in while revisiting childhood favorites. , Nostalgia     ,28-01-2017 21:15, Facebook , #Nostalgia #ChildhoodFavorites           ,20,40, Australia          ,2017,1,28,21
 CultureExplorer ,Appreciation for the vibrant culture experienced during travel.   , Appreciation  ,14-11-2016 13:45, Twitter  , #Appreciation #CulturalExperience        ,28,55, UK                ,2016,11,14,13
 PublicSpeaker   ,Confidence soars after overcoming public speaking anxiety.       , Confidence    ,02-04-2020 17:30, Instagram , #Confidence #OvercomingAnxiety          ,15,30, USA               ,2020,4,2,17
 FamilyCelebration ,Contentment in the midst of a family gathering filled with laughter. , Contentment   ,15-01-2023 19:00, Facebook , #Contentment #FamilyLaughter             ,25,50, Canada            ,2023,1,15,19
 LifelongLearner ,Enthusiasm for learning new skills and expanding knowledge.      , Enthusiasm    ,07-08-2018 12:15, Twitter  , #Enthusiasm #SkillBuilding               ,30,60, India             ,2018,8,7,12
 CityExplorer    ,Surprise and delight at discovering a hidden gem in the city.    , Surprise      ,18-10-2019 16:45, Instagram , #Surprise #HiddenGem                      ,18,35, UK                ,2019,10,18,16
 FitnessAchiever ,A sense of accomplishment after completing a challenging workout., Accomplishment ,30-06-2022 07:00, Facebook , #Accomplishment #FitnessSuccess         ,22,45, Australia          ,2022,6,30,7
 RainbowChaser   ,Wonderment at the beauty of a double rainbow after the rain.     , Wonderment    ,12-06-2017 18:20, Twitter  , #Wonderment #DoubleRainbow               ,35,70, USA               ,2017,6,12,18
 FutureOptimist  ,Optimism for a bright future amidst challenging times.           , Optimism      ,05-07-2021 09:30, Instagram , #Optimism #BrightFuture                  ,20,40, Canada            ,2021,7,5,9
 CareerAchiever  ,Pride in achieving a personal milestone in career progression.   , Pride         ,15-04-2016 14:50, Facebook , #Pride #CareerMilestone                  ,28,55, UK                ,2016,4,15,14
 SunnyDayEnthusiast ,Happiness blooms like flowers in a garden on a sunny day.        , Happiness     ,10-02-2020 11:15, Twitter  , #Happiness #SunnyDay                      ,15,30, India             ,2020,2,10,11
 Bookworm        ,Elation over discovering a rare book in a quaint bookstore.      , Elation       ,22-09-2018 16:30, Instagram , #Elation #RareBookDiscovery              ,40,80, USA               ,2018,9,22,16
 ArchaeologyEnthusiast ,Curiosity piqued by the mysteries of an ancient archaeological site., Curiosity   ,08-11-2015 10:00, Facebook , #Curiosity #AncientMysteries            ,18,35, Australia          ,2015,11,8,10
 NightSkyObserver ,Mesmerized by the cosmic dance of fireflies on a moonlit night.    , Enchantment   ,10-08-2022 22:00, Instagram , #Enchantment #CosmicFireflies             ,25,50, Brazil           ,2022,8,10,22
 ArtConnoisseur  ,Intrigued by the symphony of colors in an abstract art exhibition. , Intrigue      ,05-04-2019 17:30, Twitter  , #Intrigue #AbstractArt                   ,18,35, France           ,2019,4,5,17
 PlayfulParent   ,Giggles and joy echo in the air during a children's playdate.      , PlayfulJoy    ,15-12-2020 15:45, Facebook , #PlayfulJoy #ChildrensPlaydate           ,22,45, Japan            ,2020,12,15,15
 ZenSeeker       ,Enveloped in serenity while practicing mindfulness by the lake.    , Mindfulness   ,20-10-2017 08:15, Instagram , #Mindfulness #LakeTranquility            ,35,70, Canada           ,2017,10,20,8
 SkyDreamer      ,Chasing dreams like a kite soaring high in the vast open sky.      , DreamChaser   ,28-02-2021 13:00, Twitter  , #DreamChaser #SkyHighDreams              ,30,60, Australia         ,2021,2,28,13
 DanceEnthusiast ,Spellbound by the elegance of a ballroom dance under crystal chandeliers. , Elegance ,12-06-2018 20:30, Facebook , #Elegance #BallroomDance                ,28,55, UK               ,2018,6,12,20
 FairyTaleExplorer ,Whimsical delight in a world of fairy tales and magical creatures.  , Whimsy        ,08-03-2016 14:20, Instagram , #Whimsy #MagicalWorld                    ,20,40, USA             ,2016,3,8,14
 RuinsExplorer   ,Pensive contemplation amid the ancient ruins of a forgotten civilization. , Pensive ,18-04-2023 17:10, Twitter  , #Pensive #AncientCivilization           ,18,35, Greece           ,2023,4,18,17
 RollercoasterFan ,Embracing the thrill of speed on a rollercoaster's exhilarating twists. , Thrill      ,25-07-2020 12:45, Facebook , #Thrill #RollercoasterAdventure        ,22,45, Germany         ,2020,7,25,12
 MusicHarmonist  ,Harmony resonates as musicians play a melody of unity and togetherness. , Harmony    ,30-11-2019 19:30, Instagram , #Harmony #MusicalUnity                   ,35,70, Sweden          ,2019,11,30,19
 StudioArtist    ,A burst of creativity in the quiet solitude of an artist's studio.  , Creativity   ,01-09-2015 16:00, Twitter  , #Creativity #ArtistsHaven               ,15,30, Italy           ,2015,9,1,16
 SpringEnthusiast ,Radiant joy akin to blooming flowers on a sun-kissed spring morning. , Radiance    ,05-05-2022 10:15, Facebook , #Radiance #SpringBlooms                 ,25,50, Netherlands     ,2022,5,5,10
 CosmosExplorer  ,A sense of wonder at the vastness of the cosmos on a stargazing night. , Wonder     ,08-07-2018 23:00, Instagram , #Wonder #StargazingAdventure            ,40,80, South Africa    ,2018,7,8,23
 SeaBreezeLover ,Rejuvenated by the salty breeze and the sound of waves at the seaside. , Rejuvenation ,20-09-2021 14:30, Twitter  , #Rejuvenation #SeasideEscape            ,18,35, Spain           ,2021,9,20,14
 ForestDreamer   ,Whispers of inspiration from the rustling leaves in a serene forest. , Inspiration ,15-11-2016 11:45, Facebook , #Inspiration #ForestWhispers            ,28,55, Portugal        ,2016,11,15,11
 WinterWarmth    ,Savoring the warmth of a cup of cocoa on a chilly winter evening.   , Coziness     ,12-01-2020 18:00, Instagram , #Coziness #WarmWinterEvening           ,30,60, Switzerland     ,2020,1,12,18
 FamilyGatherer ,Heartfelt gratitude for the laughter shared during a family reunion. , Gratitude  ,28-12-2017 19:15, Facebook , #Gratitude #FamilyLaughter              ,22,45, Austria         ,2017,12,28,19
 CulinaryExplorer ,"Embarking on a culinary adventure, savoring exotic flavors around the world. ", Adventure ,02-03-2019 20:20, Twitter  , #Adventure #CulinaryJourney             ,35,70, Belgium         ,2019,3,2,20
 PuzzleSolver    ,Euphoria floods in as the final puzzle piece clicks into place.       , Euphoria   ,08-06-2022 15:30, Instagram , #Euphoria #PuzzleCompletion            ,20,40, Denmark         ,2022,6,8,15
 CathedralVisitor ,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. , Awe    ,18-08-2018 14:45, Facebook , #Awe #ArchitecturalGrandeur            ,18,35, Czech Republic  ,2018,8,18,14
 NightSkyObserver ,Captivated by the ethereal beauty of a field filled with fireflies. , Enchantment   ,10-08-2022 22:00, Instagram , #Enchantment #FireflyField              ,25,50, Brazil           ,2022,8,10,22
 MusicLover      ,Immersed in the enchanting melodies of a street musician's violin. , Melodic       ,05-04-2019 17:30, Twitter  , #Melodic #StreetMusic                   ,18,35, France           ,2019,4,5,17
 CarnivalGoer    ,Joyful laughter resonates through a lively summer carnival.         , FestiveJoy    ,15-12-2020 15:45, Facebook , #FestiveJoy #SummerCarnival             ,22,45, Japan            ,2020,12,15,15
 MindfulExplorer ,Exploring the universe within during a mindful meditation session. , InnerJourney  ,20-10-2017 08:15, Instagram , #InnerJourney #MeditationBliss          ,35,70, Canada           ,2017,10,20,8
 CoastalExplorer ,Soaring like a free spirit on the winds of a coastal cliff.        , Freedom       ,28-02-2021 13:00, Twitter  , #Freedom #CoastalAdventure              ,30,60, Australia         ,2021,2,28,13
 MasqueradeAttendee ,Dazzled by the elegance of a masquerade ball's dazzling costumes. , Dazzle        ,12-06-2018 20:30, Facebook , #Dazzle #MasqueradeElegance            ,28,55, UK               ,2018,6,12,20
 FairyTaleAdventurer ,Whimsical delight in a world of whimsical fairy tales.             , Whimsy        ,08-03-2016 14:20, Instagram , #Whimsy #FairyTaleMagic                 ,20,40, USA             ,2016,3,8,14
 RuinsExplorer   ,Reflective contemplation amid the ruins of a forgotten era.        , Reflection    ,18-04-2023 17:10, Twitter  , #Reflection #ForgottenEra               ,18,35, Greece           ,2023,4,18,17
 ThrillSeeker    ,Riding the adrenaline rush on a rollercoaster's wild twists.      , Adrenaline     ,25-07-2020 12:45, Facebook , #Adrenaline #RollercoasterThrills      ,22,45, Germany         ,2020,7,25,12
 MusicHarmonist  ,Harmony resonates as musicians play a symphony of unity.           , Harmony       ,30-11-2019 19:30, Instagram , #Harmony #MusicalUnity                   ,35,70, Sweden          ,2019,11,30,19
 StudioArtist    ,A burst of artistic creativity in the quietude of an artist's studio. , ArtisticBurst ,01-09-2015 16:00, Twitter  , #ArtisticBurst #StudioCreativity       ,15,30, Italy           ,2015,9,1,16
 SpringEnthusiast ,Radiant joy akin to blossoming flowers on a sunlit spring morning. , Radiance      ,05-05-2022 10:15, Facebook , #Radiance #SpringBlooms                 ,25,50, Netherlands     ,2022,5,5,10
 CosmosExplorer  ,Awe-inspired by the vastness of the cosmos on a stargazing night.   , Wonder       ,08-07-2018 23:00, Instagram , #Wonder #StargazingAdventure            ,40,80, South Africa    ,2018,7,8,23
 SeaBreezeLover ,Rejuvenated by the salty breeze and the sound of waves at the seaside. , Rejuvenation ,20-09-2021 14:30, Twitter  , #Rejuvenation #SeasideEscape            ,18,35, Spain           ,2021,9,20,14
 ForestDreamer   ,Whispers of inspiration from the rustling leaves in a serene forest. , Inspiration  ,15-11-2016 11:45, Facebook , #Inspiration #ForestWhispers            ,28,55, Portugal        ,2016,11,15,11
 WinterWarmth    ,Savoring the warmth of a cup of cocoa on a chilly winter evening.   , Coziness     ,12-01-2020 18:00, Instagram , #Coziness #WarmWinterEvening           ,30,60, Switzerland     ,2020,1,12,18
 FamilyGatherer ,Heartfelt gratitude for the laughter shared during a family reunion. , Gratitude  ,28-12-2017 19:15, Facebook , #Gratitude #FamilyLaughter              ,22,45, Austria         ,2017,12,28,19
 CulinaryExplorer ,"Embarking on a culinary odyssey, savoring flavors around the world. ", CulinaryOdyssey ,02-03-2019 20:20, Twitter  , #CulinaryOdyssey #FlavorsAroundTheWorld ,35,70, Belgium         ,2019,3,2,20
 PuzzleSolver    ,Euphoria floods in as the final puzzle piece fits perfectly.       , Euphoria     ,08-06-2022 15:30, Instagram , #Euphoria #PerfectPuzzle               ,20,40, Denmark         ,2022,6,8,15
 CathedralVisitor ,Awe-struck by the grandeur of an ancient cathedral's intricate architecture. , Awe    ,18-08-2018 14:45, Facebook , #Awe #ArchitecturalGrandeur            ,18,35, Czech Republic  ,2018,8,18,14
 ArchaeologyEnthusiast ,Curiosity awakened by the mysteries of an ancient archaeological site. , Curiosity  ,08-11-2015 10:00, Instagram , #Curiosity #AncientMysteries          ,18,35, Australia ,2015,11,8,10
 SnowfallEnthusiast ,Giddy with excitement as the first snowflakes dance from the sky. , Excitement   ,02-12-2020 17:30, Twitter  , #Excitement #SnowfallMagic             ,22,45, Canada         ,2020,12,2,17
 BreadLover     ,Contentment envelops as the aroma of freshly baked bread fills the air. , Contentment ,10-06-2017 12:15, Instagram , #Contentment #FreshBreadAroma          ,28,55, France          ,2017,6,10,12
 NatureResilient ,Inspired by the resilience of a lone tree standing tall in a storm. , Resilience   ,15-04-2021 14:20, Facebook , #Resilience #StandingTall              ,35,70, USA             ,2021,4,15,14
 Bookworm       ,"Lost in the pages of a captivating novel, transported to another world. ", Immersion ,28-09-2019 19:45, Twitter  , #Immersion #CaptivatingNovel           ,20,40, UK              ,2019,9,28,19
 FamilyHistorian ,Drenched in nostalgia while flipping through an old family photo album. , Nostalgia ,05-12-2016 21:00, Instagram , #Nostalgia #FamilyPhotoAlbum           ,25,50, India          ,2016,12,5,21
 NightSkyWatcher ,Spark of inspiration ignites like a shooting star in the night sky. , Spark        ,10-02-2018 23:30, Facebook , #Spark #InspirationIgnited             ,30,60, Australia      ,2018,2,10,23
 TeaEnthusiast  ,Imbued with gratitude for the simple pleasure of a warm cup of tea. , Gratitude    ,15-02-2023 08:30, Twitter  , #Gratitude #WarmTea                    ,18,35, Japan           ,2023,2,15,8
 MarketExplorer ,Marveling at the kaleidoscope of colors in a vibrant street market. , Marvel       ,22-08-2015 15:00, Instagram , #Marvel #ColorfulStreetMarket          ,22,45, Brazil          ,2015,8,22,15
 LakesideRetreater ,Awash with serenity as the sun sets over a tranquil lakeside retreat. , Serenity   ,20-11-2020 18:45, Facebook , #Serenity #TranquilSunset              ,28,55, Germany       ,2020,11,20,18
 LostInLove      ,Drowning in sorrow as memories of lost love resurface.            , Heartbreak    ,05-08-2019 21:00, Instagram , #Heartbreak #LostLove                    ,15,30, USA             ,2019,8,5,21
 SolitudeSeeker ,Numbness sets in as the weight of loneliness grows heavier.       , Loneliness    ,12-02-2021 16:45, Twitter  , #Loneliness #HeavyHeart                  ,18,35, Canada          ,2021,2,12,16
 FriendshipsEnd  ,"Tears fall like raindrops, mourning the end of a cherished friendship. ", Grief      ,28-11-2020 14:20, Facebook , #Grief #LostFriendship                  ,22,45, UK              ,2020,11,28,14
 LostInDarkness  ,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ", Despair   ,15-05-2016 22:30, Instagram , #Despair #EndlessDarkness               ,28,55, Australia        ,2016,5,15,22
 BrokenTrust     ,"Shattered by betrayal, trust crumbles like fragile glass.          ", Betrayal      ,10-09-2018 13:15, Twitter  , #Betrayal #ShatteredTrust               ,22,45, Germany         ,2018,9,10,13
 SilentSufferer  ,"Aching heart, the symphony of pain plays in the silence of solitude. ", Suffering ,20-03-2022 19:30, Facebook , #Suffering #HeartacheSymphony          ,25,50, Brazil          ,2022,3,20,19
 StormyFeelings  ,"Emotional storm, a whirlwind of sadness engulfs every thought.    ", EmotionalStorm ,18-07-2017 17:45, Instagram , #EmotionalStorm #SadnessWhirlwind      ,30,60, India          ,2017,7,18,17
 LingeringGhost  ,"Haunted by regrets, the ghost of the past lingers relentlessly.   ", Regret        ,15-12-2018 10:00, Twitter  , #Regret #HauntedPast                    ,18,35, France         ,2018,12,15,10
 EchoesOfLoss    ,"Torn apart by grief, the echoes of loss reverberate through the soul. ", Grief      ,28-06-2015 21:15, Facebook , #Grief #TornApart                       ,28,55, Italy         ,2015,6,28,21
 WinterOfEmotions ,"Isolation deepens, an emotional winter where warmth is but a distant memory. ", Isolation ,02-04-2020 14:20, Instagram , #Isolation #EmotionalWinter            ,35,70, Japan       ,2020,4,2,14
 ShatteredHopes  ,"Soul-crushing disappointment, hopes shattered like fragile glass. ", Disappointment ,08-10-2019 18:30, Twitter  , #Disappointment #CrushedHopes          ,20,40, Spain        ,2019,10,8,18
 AbyssOfTime     ,"Painful echoes of a love once cherished, now lost in the abyss of time. ", LostLove ,22-11-2016 09:45, Facebook , #LostLove #PainfulEchoes               ,22,45, Netherlands  ,2016,11,22,9
 SolitaryDescent ,"Heartache deepens, a solitary journey through the abyss of despair. ", Despair   ,18-08-2022 22:00, Instagram , #Despair #AbyssOfHeartache             ,40,80, South Africa ,2022,8,18,22
 SerenadeOfSolitude ,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ", Melancholy ,12-03-2017 23:30, Twitter , #Melancholy #QuietSerenade             ,18,35, UK         ,2017,3,12,23
 PoisonedHeart   ,"Bitterness like a poison, seeping into every crevice of the wounded heart. ", Bitterness ,15-12-2015 16:15, Facebook , #Bitterness #WoundedHeart              ,25,50, Australia   ,2015,12,15,16
 WearySoulCrushed ,"Emotional exhaustion, the weight of the world crushing weary shoulders. ", Exhaustion ,05-09-2021 13:30, Instagram , #Exhaustion #CrushedSpirit             ,35,70, Canada     ,2021,9,5,13
 StringsOfSorrow ,"Sorrowful echoes, a symphony of pain played by the strings of loss. ", Sorrow      ,22-05-2018 20:45, Twitter  , #Sorrow #SymphonyOfLoss                ,18,35, Germany     ,2018,5,22,20
 SoulInShadow    ,"Darkness descends, engulfing the soul in the shadows of despair.  ", Darkness     ,10-07-2016 18:20, Facebook , #Darkness #SoulEngulfed                 ,28,55, USA         ,2016,7,10,18
